Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Software Development Engineer Graduate (Distributed NoSQL Database Systems ) - 2025 Start (BS/MS),2025-02-27,https://jobright.ai/jobs/info/67c077d2b4e1bd44cdbab34d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$119K-$168K /yr,"1. Proficiency in one or more programming languages (C, C++, Java, Go, Python, Rust) with strong coding skills in a Linux environment.
2. Deep understanding of database principles, distributed system design, and multi-threaded programming, with hands-on experience in distributed storage and computing technologies.
3. Strong knowledge of distributed consensus algorithms, with experience in database kernel development.
4. Expertise in performance tuning, system optimization, and handling high-traffic, large-concurrency scenarios.
5. Practical experience with large-scale cloud-native architectures and distributed system control platforms.",not sure,yes
"Engineer (T&E, Systems, M&S, Software)",2025-02-27,https://jobright.ai/jobs/info/67c0991360f6533e2165b383?utm_source=1100&utm_campaign=Software Engineering,On Site,"Washington, DC",SURVICE Engineering,501-1000,"Aerospace,Information Technology",$75K-$130K /yr,"1. Bachelor's Degree in Technical or STEM related field
2. 1+ years of relevant experience
3. Test and evaluation, systems engineering, modeling and simulation or software engineering background
4. Background in one of the following domains: T&E experts (Air, Land, Sea, EM, Cyber, Space), AI and Data Scientists/Analysis/Engineering, Cyber, Intel, Policy, KM, Training, or Business Ops/Financial",no,
EDI Integration Analyst,2025-02-27,https://jobright.ai/jobs/info/67bf63bbbf38b04fbe012320?utm_source=1100&utm_campaign=Software Engineering,On Site,"Chicago, IL",Echo Global Logistics,1001-5000,"Consulting,Logistics",$64K-$94K /yr,"1. 1-2 years of relevant work experience in EDI process and data translation support
2. Knowledge of EDI standards (X12), XML, JSON, and flat file layouts
3. Able to read, modify, and execute basic SQL queries
4. Experience with 204, 214, 990, and 210 transaction codes
5. Strong oral and written communication skills
...",not sure,
Software Engineer I - Remote - Nationwide,2025-02-27,https://jobright.ai/jobs/info/67c058d0dbf2a794b0eb36c7?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Sacramento, CA",Vituity,1001-5000,"Health Care,Medical",$33-$41 /hr,"1. Bachelor's degree in information technology or related discipline required.
2. Good working knowledge of basic programming languages such as C#, Java, or Python.
3. Knowledge of databases and operating systems; working knowledge of MS SQL.
4. Familiarity with working with RESTful APIs.
5. Familiarity with database programming (i.e., SQL Server queries, triggers, stored procedures).
...",not sure,
Software Engineer,2025-02-27,https://jobright.ai/jobs/info/67c984fe37ae1582a177cf03?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Houston, TX",Pariveda,501-1000,"Business Intelligence,Career Planning",$80K-$80K /yr,"1. 1+ year of full-time software development experience
2. Bachelor’s Degree in MIS, Computer Science, Math, Engineering or comparable experience
3. Legally authorized to work for any company in the United States without sponsorship
4. Passionate technologists
5. Lifelong learners for a passion for technology
...",no,
Junior Developer,2025-02-27,https://jobright.ai/jobs/info/67c04819d0bff131872fef49?utm_source=1100&utm_campaign=Software Engineering,On Site,"Norwich, CT",AMERICAN SYSTEMS,1001-5000,"Government,Information Technology",$54K-$114K /yr,"1. Active Secret Clearance
2. Bachelor’s degree or equivalent.
3. Six (6) years of general experience is considered equivalent to a Bachelor’s degree.",no,
Graphics Programmer,2025-02-26,https://jobright.ai/jobs/info/6749548d6b02eb4a41c532b2?utm_source=1100&utm_campaign=Software Engineering,On Site,"Carlsbad, CA",Rockstar Games,1001-5000,"Gaming,PC Games",$87K-$129K /yr,"1. A degree in Computer Science / related discipline or equivalent experience.
2. 1+ years of PC or console graphics development experience.
3. Experience with C/C++ programming
4. Experience with HLSL or other vendor specific shader programming language.
5. Experience with 3D graphics APIs (Direct3D 11+, OpenGL, Vulkan and/or vendor specific).
...",not sure,
Software Development Engineer,2025-02-26,https://jobright.ai/jobs/info/67c14b71d2160f0ef304ac4b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Santa Clara, CA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$129K-$224K /yr,"1. 1+ years of non-internship professional software development experience
2. 1+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience
3. Experience programming with at least one software programming language",not sure,
Infrastructure Developer - Intune / Endpoint Management,2025-02-26,https://jobright.ai/jobs/info/67a2928b539164e59ddbe1fe?utm_source=1100&utm_campaign=Software Engineering,On Site,"Newark, NJ",Prudential Financial,10000+,"Asset Management,Finance",$85K-$126K /yr,"1. Bachelor of Information Technology, Computer Science or Engineering or experience in related fields.
2. 1 to 5 years of experience working within Microsoft Intune to manage Mobile and Windows devices.
3. Experience with agile development methodologies and Test-Driven Development (TDD).
4. Knowledge of business concepts tools and processes that are needed for making sound decisions in the context of the company's business.
5. Ability to learn new skills and knowledge on an on-going basis through self-initiative and tackling challenges.
...",not sure,
"Software Engineer, Interoperability",2025-02-26,https://jobright.ai/jobs/info/6712b99e14bc4f3ed968352c?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Mateo, CA",Roblox,1001-5000,"3D Technology,Gaming",$175100-$175100 /yr,"1. 1-3 years of experience developing a wide array of software products.
2. An undergraduate or graduate degree in computer science, engineering, or a related field.
3. Proficiency in one or more programming languages such as Lua or C++.
4. A proven track record of problem-solving and delivering flawless software solutions.
5. Strong communication skills and the ability to work collaboratively in a team setting.
...",no,
RF Hardware and Wireless Software Engineer,2025-02-26,https://jobright.ai/jobs/info/67bff19524890c4fd864f7a3?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Diego, CA",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$60K-$137K /yr,"1. 1+ years of experience in RF hardware and wireless software engineering in LTE or RF
2. Experience with IT administration, including troubleshooting and maintaining IT and RF systems
3. Secret clearance
4. HS diploma or GED",no,
Positioning Software Engineer - GNSS Technology,2025-02-26,https://jobright.ai/jobs/info/67bfdc876718934fa5a2d63d?utm_source=1100&utm_campaign=Software Engineering,On Site,"Boulder, CO",Garmin,5001-10000,"Consumer Electronics,Electronics",$103K-$126K /yr,"1. Bachelor’s Degree in Geomatics, Geospatial, Aerospace, Electrical or Software Engineering or another relevant engineering/technical field and a minimum of 1 year of experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Experience in positioning algorithms for consumer applications. Specifically, understanding GNSS measurements and error sources, estimation techniques including least squares & Kalman filtering, blunder/fault detection, multi-constellation and multi-frequency, AGNSS, inertial navigation systems, inertial sensors, sensor fusion and other geomatic related topics.
4. Proficient in software development and engineering with C/C++ for embedded, real-time environments.
5. Ability to use scripting languages to automate analysis (i.e. Python, Matlab etc.)
...",not sure,
Web Optimization Analyst,2025-02-26,https://jobright.ai/jobs/info/67bfd9c923be7c23ec7fa901?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Denver, CO","Checkr, Inc.",1001-5000,"Developer APIs,Enterprise Software",$75K-$88K /yr,"1. 1+ years of relevant experience in website optimization, conversion rate optimization (CRO), or a similar role, with a track record of supporting measurable growth through data-driven strategies.
2. Understanding of web analytics and A/B testing platforms (VWO, Looker, or similar).
3. Analytical and problem-solving skills, with the ability to translate data into actionable insights and share findings with stakeholders effectively.
4. Experience with content management systems (Storyblok, Wordpress, or similar).
5. Working knowledge of digital marketing channels (SEO, SEM, ABM, and others).",not sure,
Early Career C/UNIX Developer,2025-02-26,https://jobright.ai/jobs/info/67c51334927396fe0c63860f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Conway, AR",Gainwell Technologies,10000+,"Health Care,Information Technology",$41K-$59K /yr,"1. Zero or more years of experience in programming or testing
2. Experience working with appropriate programming languages, operating systems and software (C/C++, Unix/Linux, and SQL)
3. Experience working with relational databases to facilitate programming software",not sure,yes
Web Optimization Analyst,2025-02-26,https://jobright.ai/jobs/info/67bfd9c923be7c23ec7fa9c3?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Francisco, CA","Checkr, Inc.",1001-5000,"Developer APIs,Enterprise Software",$88K-$104K /yr,"1. 1+ years of relevant experience in website optimization, conversion rate optimization (CRO), or a similar role, with a track record of supporting measurable growth through data-driven strategies.
2. Understanding of web analytics and A/B testing platforms (VWO, Looker, or similar).
3. Analytical and problem-solving skills, with the ability to translate data into actionable insights and share findings with stakeholders effectively.
4. Experience with content management systems (Storyblok, Wordpress, or similar).
5. Working knowledge of digital marketing channels (SEO, SEM, ABM, and others).",not sure,
